id,accountId,puuid,,profileIconId,revisionDate,summonerLevel,champ1,champ2,champ3,lane,gender,born_year,game_started_year,MBTI
N_kolT1s2X5Z0so8x_Ywsi-0Kq1CgCzlChtVc8W0oYI7M1w,Ail_sujX7Q9TfJZ5MKe5xqa2bo3zJR0Ut-iCc4RxWYrWkpM,q75A1fAISDSECpwfRAO1WAvB1qYrds8ydsGS2s5rh4rGib6ss3ZvH--GdStISmM_OliAvmcUeFOBfg,,4795,1.61E+12,294,81,22,21,ADC,man,1995,2013,INTP
hINJwSyYbb98TYsGoVTvDVNPqp8guBFGAfry0ak1Ws0xdw,eGxoHpy6RWGqSswe7WvavFJQqDukR9HG_pMcfk1N0_8j,UJXMOHN71HbVb2jZO6yd2CyirQ-M-0pwaudHXFNdBKgL5uFZJZ8NnBFsYjGX6lYhkjylNlxlce9lSA,,3495,1.61E+12,142,875,80,43,SUPPORT,man,1993,2012,ISFP
GrR9W8iqkg1WCVRGRE7isgu01hL4tUPFQpOe_12rHQ_TdLA,t2sx2gmjcNV7QFszZSbDze-AGXMWYVH6Q-aKQaP7R2l_zsI,gGi1DI2e4pyG0fpRU8fp3QRHlWMqQvNhAe2mD0lVSKiZStEhgj7fwFImGMM6vGUOe4PGS6T5wLLOEw,,4379,1.61E+12,196,1,36,37,MID,man,2000,2013,ENTJ
3WKrB0BiWpBEs6aGx3RKZeRdPVOfCOokpIfsJc1VXPQmBBI,tY5aWmcAd_xlEDMITnFGnHIL_ROhJcdH9d5Yr2Uqp9avDj0,hXiEIySHRJoqxWK04tAJEXejiNCkPitQQ_s9Wq8qb_43HA3GFuy-qdA2KzJwCIRpeLZytEnP7e0LIQ,,4763,1.61E+12,237,517,126,3,MID,man,2002,2015,INTP
5J1No1Dzd0PwcPnBEWSp7WEkhbJQKpZPNeQnIMyQhEi3o2U,UuEHJkh9ijLs8Ed8ZdXmh_7z2fCudPVUFua4IRINDGzYLDo,MVQ8SzCavOkCwVve-bhVzI20sy4VTeAc8bIRmJ7O_OwpwlRLfn1NqBphWhzZ_ibZ7iXQVWKZlYD2sg,,4627,1.61E+12,104,None,None,None,None,man,1998,2012,INFJ
s86nPZaW7LXUS4jyY4m782OYnyfMaPcpsFFBd_UfW5iTSA,bl-8VcF_lqS1QG1R50RJ75GmLbnepuc0Q-fAETv4xLuc,wfK0XeQr6O0dlVR51hWHHVf868Ivwb19t8SCD2zM34PtgxCvQoM7VeE2KnjDmVDqhJJVXTpd-vW8Ag,,7,1.61E+12,244,236,203,28,SUPPORT,man,1991,2013,ESTJ
GU3R0YvVxllw5YTiSVkvxemJgRjMG-pHWlRUOG9qOdE375k,tpkFpN3-yhTiV1NISZqyS2Jw6Dck7zoQMuTMg2zz23FO,x-x63UjNjUZdKfFTsHK0he3o3wc3pkFu4TjT12od_YX3QE0h9La15ePO17N20RTCzogEgA95x2jeEg,,4690,1.61E+12,215,80,555,39,SUPPORT,man,1995,2013,INFJ
xmAaNbQlzkkNx84-d58Pzm28ryErKlz7ZUQ4bCkBdX4Jvss,QFEeTtqkeyE6WiLHDgGvDVBVy4H-B19ZCXOpqadvsG3qrfw,WqvQ1ZTN56SHApVhAlCxCoVhsikDv0Io3GZSprQ51ZiUG2XKDWpM_26Z987bb2kI6qWoRKr0MQurbA,,4763,1.61E+12,155,875,245,517,JUNGLE,man,1999,2018,ISTJ
phn1zBGmQK1QrMtfBtevJSf4EqzJpyYzS625F6wUe-KgbfU,6DiHG14s5hn8CM30asIC4p8NCLDaesBV0f2tPCA2yS8xRX8,AtyoleyPP7iM45nv1bfXqm9WeBgrMlUONlYSkQqgr1o9OularMGWOKTeKVBKTfF8ivWYjyOhctbIzg,,4613,1.61E+12,231,432,412,12,SUPPORT,man,1996,2014,ISFP
3CMsyYB2pXom94wdy17wpOGH0FWlX-9UQ6rhICGLHjJRaQ,8Ty6gynLhZt-07l_ztWlj-yTYYgWHtUWzOr50VISguEG,I83TMNzOu6yVLA-OrAmUzDlATRq4M96iwFfiDzQgLErC5Y6ybr80HLrcL32iW-j-s1G9ggT6fdGiOg,,539,1.61E+12,261,421,64,60,JUNGLE,man,1998,2012,INTP
YgvCF8VhmsCxIk0479RdsXZ0_42riUPne9v3mSAu1HqoDvA,mZelYERVZui3Of7tf2bDX7RNVfvN07CEExl1z8e5Yn_k0zk,XvjiDitdIo6OFgsFe0kWQLtxnvEx8H5M_mSaPUe7OfwdeDAt0Rvlak7bE1-_ndBXDFx7UIhShH10RA,,4627,1.61E+12,202,516,98,875,SUPPORT,woman,1996,2016,INTJ
5eVuf6mh5iZKUzfVAcP9gyRBlfoM4sitQkF2WK6BRa5JaOc,gXzH9p5kLumnNBukH15uqv9CSEiwW-kcuf5bh3M9iHEN9bI,TDP8Va9--EHfqcwXWYOLOAiGUfMaFlmbmdh5lW1bLRDp4KxlR9GjhBxQwFssFto6ScC5u_YHHHP8hw,,4320,1.61E+12,249,19,9,875,JUNGLE,man,1999,2012,ISFJ
r4RLkDY8DYQ0JvDbKqTP1Qp16d31x46K7XsIRN1L3ZmyIw,CnXby1Fjmdp6DWzGDWtu9-vnwZYq__oQTKZbmwWHv-fT,rW-25YWAHTlqEG_zsHMa6HW8mv5bv7kGenm3PtbpNdXEVVkDP8PJFEsIO5oFjYF245VZkWlw0LC9dw,,4691,1.61E+12,264,238,517,84,MID,man,1995,2012,ESTP
jmIM0fAUw2z69OBF9fp3yLEd-Aa60EKRjyxTXH_kZIAUMbw,4Zck_tHTT0epYfCGHFG9-mc79ECI6kKgBQt54qk63d9XZ0I,mEMT1_SRO1Cs6mj-VYlLJHp67Srq0ijzvjk3AfnVFk-JveVXkMjreGVidCU-og3UBQSA1_2Mstnb8g,,4763,1.61E+12,247,266,107,235,TOP,man,2001,2013,INFP
PCErjyAYOuUk3PEdQMzW-3aXmx6MTAB7xVrzhHx4MUEM-og,0iIrd5X0tVMo0LH2nHufVH-TooF2FkuLuWHbfMe9OwIxf28,26URB2DOEudVuf-F12BBBw66q_kWZijg8sGrLa1dhjSCwEFM6MbYV1Wa8UW0WRvng1FGvNdkdUhd5A,,745,1.61E+12,103,8,238,517,MID,man,1998,2012,INTP
llnWBsLrDl3piWfk7PQf2VgB4RwF4niP55ELvUUigjnvjs8,fzjNRVKxNhUrrf8s55BqSYbHghOWhIvIAdQliOLkbNkIJAyrQwSBtOHa,T5j_CbLgSP0duP7-qt0ot87Xpk6edc5th7PdwRfgloxlS3E3gEvDPT3-2hkQnXPwMO7FWKv5vVy7rQ,,4661,1.61E+12,146,432,555,235,SUPPORT,man,2003,2014,INTP
l2Icv4oF-R2vKqB_QbfwI_XCbGHyWmrD6Ig6-K98tY_eHQ,FwJAQwqDkNe-1DOzGPjKBWyqBQIjtDG-W-arr7yK1Wc,2INnytw0TscYbgCcSppGNLlKv7h9wtSZRLftzrmvW2ubEsCcSLMlMSGqikIj0b9fK7VLcmQQDv8qgw,,4806,1.61E+12,372,64,76,81,JUNGLE,man,2001,2012,ISTP
CYsE4MbgN86AZNucVjjU6GlZe3WtpinX95mhHWJJHKpOWeY,VutktBYzgjWieLpc2ipTKyVcVclCd9dzXJIpH44Y13YkH68,sBN4rFrBuXsZO2ZMxM5L0aeSqMmxIrcrTaoGw0l3qXR118bEN3Vl_yMFEFsbfzWzbtpHoDXILLq1DQ,,1114,1.61E+12,287,238,245,421,JUNGLE,man,2000,2014,ISFJ
uVLYVC4fVLtdQpaZnZObdw7US7HdvMeuXTAdheaxYIdgaAg,7LMGedkIe9P-FNYHMpu8JGG0Yj5X30mxOQWevejGKHWwt57dud_VUuhy,2TnqPPJ7MLN3BTguzAQENCgKuFqm_rOwGZxcpO95B7Pak5ZeAN2FBCA8_t8KmJiSyEaOWiQYToAoyw,,4690,1.60E+12,39,145,44,157,MID,man,2002,2015,ESFP
CW-4Ok_kHWEGS14_SXFP5B07JYU9wgg-IF1KTbZhs_cLAw,onWwL1CPRxFi-Gd4apHhpj4inDUsPcYNQuz-w4mDlmtn,kZbjSfNToPkf92JQ5rmslUDvvtsgDESq1QHEldXmJDkNxx5vTLHhxnoRn0jLOXse2ppnWzk0UJOHrg,,4655,1.61E+12,288,517,89,22,TOP,man,1995,2012,ESFP
PHzSxDuB55oPGLtv1o-PzscRE34W8C3zVVJVxdBJlgR3fFY,pJV30gOr53--7ZxNV2bENEhiSaXclNiAEOpcPsiw87Y5Uas,EGRpW5TiNs-9FdxAK2FU1z-l9jixBd1KYBig00YMAqDWs-tm3BycDcxC9-DvtIsQ5dtv_zQaPB7_gw,,1099,1.61E+12,153,81,114,69,ADC,man,20051204,2015,ENTP
tuVIsKbCQrYGSFM4kq3sNkxVKU4fixK69X8Xld_fLR44oKQ,0HHqvMWdTRAbGdwtTrpKMf4-AYZ2ipM-xQcXFCbuj3C4rEs,WzjUtpzRDHWsIIU2WRo1s8Krwhte2MFLIj0ESW3HXJ12Xl48G49zafP7foz5QV4aJxkZoflhFNFr-A,,4803,1.60E+12,67,164,39,20,TOP,man,2002,2014,ENTP
osD-9KYSwOWHaUtq6q2zhzzKc-45iOFrQx8V2WMJUE-g8tQ,qEh33Nmp7khyh4pmXx3ftoNiLNxig4h0JoP3_wRvJ1Eo1PQ,rVIF6W_1EZzGGYNnGrBC1fdJTZNtIMy2Bh_sVRv0glD2T1346Mu82fQy2QZUHSgzGsPhrZ0RHYLK5w,,4796,1.61E+12,213,81,22,202,ADC,woman,1998,2015,ENTJ
Yr08zBKtfJohcbDyRFATY0KggXSzUZsB9KcU6D7zc9HBujw,fGppLrRFL2ISUOZ460hXYm_azy_4cijht3UsF_iIV6eGdpw,_WfJnvnashWenrmxqdGZvsAmWBZI_TRPjItQ_JpErkp06d65k7k33ebBPn9KzLEIkmfGHJGqhj3KFQ,,661,1.61E+12,184,432,40,201,SUPPORT,man,2000,2015,INTP
6K7ohPxH1PsddzVKR4ZXx4Quxe7FDiYw77zOpPKznPoygEg,08rpngS2x_xr_isOfg62exDRhUU5WOo1TDgeGZOChj6FPNx0PIJYXJJA,ccY-sJuHmQLXQLJ3FCEuoqO2VdIVE825y_TYOgIlBftrbDOSxB8y7w-KIYyyaQTYLGo-MH4I5ZWnqQ,,4665,1.61E+12,89,412,40,43,SUPPORT,man,2003,2017,INTJ
Euju2AEYAM04_lExU18G8GCtgc8oy5_52qcJhdcmGPkmXw,GhkM4mJMRSFsksm-nHJ7iWJIX_CpKpOy4VnLge_hOuPO,PE1AWUU0Y-gpW0pLQHLISMGeHuXcSc0jabyZEVefwonOf1Gwa5ZhlfCC38GywTUtG81wJC29iJAzOw,,4086,1.61E+12,539,53,50,18,SUPPORT,man,1988,2020,INFP
E_7y2JW8XXA6U4d2Aoh8nCGgBajVZl8GjDw_2dz0VvFubiU,hwWJjpFRlq6pXspmVK0W3dH5f3CUNNhI3ZRT8f6yKh3yMuY,29RhhRR1hv1TC40NkxYpuxJtWtZqvP3q1RF_ZTZwVC1X2Q8upf9dQgyVrsxGaAoRQOfpWqtsS0sVDA,,4534,1.61E+12,219,6,222,57,TOP,man,2000,2017,INFP
aUiIrIHIj3Ds--Pu58GqG_8ucPKPL3M4c1WCw-q6wI8Ov-Pl,nPg_qbDV-ieh4ivWuI8WVVK6v7qHgpd6TxKIqlHb4D3i0VXWFUVFsOGm,1tXtfScwyej9TZXR5p5xjvWV-EE49LwemBFsFntWxIdJv-O7_Gzj4anJRrKvdr-B3P99yjlFG-zs8Q,,4025,1.60E+12,23,None,None,None,None,woman,1998,2012,ESTJ
h1Qa39ONVcdiY1O_ybckjTyr47S99uMCrSFjLFwKbd8zB2U,_d5rYAHW_6A5ZvBEIU4bXBNMlv49fuup4r5jP7ttFJx3IX0AsTgGMfi5,f0wQ-7EcOLnuTdJIBDWvH5hKxGmQPK0Drj0YH9CwSKzpQ2vnerPmyFfkN-pQ7cXn6JAS_z4DyyfqGw,,4707,1.60E+12,133,235,86,245,JUNGLE,man,2004,2019,INTP
N-T1CWHD91cM4GNDNSw_52gQJ3ts3WRq_OgaZxSZlur4dA,wZI_n-8s5viny_HrxHM-R5XK0g7heBT3lnVcnCDwEKNM,P2Z-OYCW-83uimpnFlIaf-tr1CWMFVdjVWdA6-MOWLHCBLVOO6j6zPF2V9ft5HZ8jNzZMod0HYVy4A,,4369,1.61E+12,259,60,236,2,JUNGLE,man,1993,2013,ISFP
w8MeBTyhG1je1FacmFSfkNM1MAQ96Bz6EQxSy8aQGXs6HOE,Myyd6cN1A2J04iBa8E1UcKWUA0uYmjfoim-cNtIe9UBU5cmmQRPLmVAX,EZCFl3-qgyHf0xsuax-xessEoV5bhhxnOKv1XI8MEYPlfy8BHVtvJFo98rEAhIGVi-3oTi1q4oCN8A,,4782,1.61E+12,148,48,86,245,JUNGLE,man,1989,2016,INTJ
MRkiv8YtULbJ_e1F0ImGAO9oZoOyzvoT6QgzOlIEWib00pA,i0AcReAVlzbtZq0z10H9NDdb2zMHGeIvgGmuR2mAFKZgUa8,wA9d2FxKUlFFfMkbhaC1LlQXNLyTgO_SxX7_fBCJgg-yZZ7h98qNFCjtqhH2U2dyk98xOkyYEQhfbA,,4763,1.61E+12,223,412,53,555,SUPPORT,man,1999,2012,ESFJ
6G03EGBy6Ur-ApBu8qjUaDAP5Dn_x-pcm3uEhdEhUSJCLg0,zndlos1r2twLXzeE-ko0JcMNNfVTTHNGny3svrLxXTg7r9E,Eh09ndQyPohkqKdKri8rMXWHnERJk5QCbMAjyA6CTvnMCJf-E-OHOEd5bEuYVHhG_e1W3ELNhILjaA,,4026,1.61E+12,348,11,122,24,JUNGLE,man,2005,2017,INFP
SuqTqA6LBquhZNEOPwal-uvCzwJ5vw4-6MK1HvXzBa0kPZhL,H_AzbVp4BWBVyw8LFg1VYmr0euEmivaWIqAbySGAf4nGd3jrXvo0aIYi,QpF4svjvAJ50FeMeIfJwgZjOr-DfYSqmfAKmzXWnE6RMQUEcUzJE2zBNyEGKGTdejlo7fEj2JnQp_A,,29,1.60E+12,1,None,None,None,None,man,2000,2014,INTP
q48Dyd0xNBIoUOIcH6wGn2_08UbszKI2PXZ3frA_0amDZGw,OKDnn3S7wAYWqCFwSQZL2R-p5CwvaB1NLS40GhdfIK70mDg,5hPRBCi0IqNRS7ldyESsTfe3Scx5YPAKoOF1uuGexkwChCj5xKEJeZaNRudje5ez6wC_WLQDz1vXOQ,,4800,1.61E+12,401,421,2,60,JUNGLE,man,2000,2014,INTJ
YbkQmcQ6OAEIbZvykS-FQqBDSxEaNTAsLkGkIGkigvc7u5I,n-WnMH7Aa6qme5NvbIcYc6r4HU7Zt6uglLO546GnAWqZEBM,6cdRDB68ae2DgOqAen2o44W3ehLSfvswnS95gP0tSI1M36dlmBh1YNHP0epdX0INOm5YltLiYdYOnw,,4650,1.61E+12,127,51,3,25,MID,man,2002,2018,ISFJ
jQ7u7qRF4hLhBBTMAW7NNU7A-y00rVQRyZrKQcRAqXVm8A,3L2hZDPdvQC3D9Cw5L-1j9gBMpimBNxG1iicviuTjXha,ytKKzbBtZPm6_3d1vqharrA6LA-IRdDzGqJDimOaiCGrCKKuaFlcnzN1xXA52TdcQbPsvjNdE2KDtA,,4535,1.61E+12,167,81,523,202,ADC,man,1997,2013,ENFP
iVhdHbWNBkibtpVeSP_eHfZtKPHsUYJKIpfhl0ielOzUcwA,RNti7c74ldNa0YWtbeqlWzhjKzyCyOIyFKv0AYaUvcSWtPa2raiCdFuY,8EoSCuVuJ9sLmGv5nSbega0uE2RiwKBwoTsnXjKzUWQRwIbMPDwDRAv4emSb3mLUJ9LpKHHKdyHNTw,,4654,1.61E+12,144,78,113,85,JUNGLE,man,2000,2013,INFP
guUb6LvMZ7mTAA7fPtv5P5dEB3jZe0OSRmZjzgCn-8vtRME,SRk5BhOk-pVaTPeeeARN3xO-qoPbYKtgVu2RkbISf3dreqseazfJ5JW8,MGZOewIZxEd5WvumCS-q8JKmBye24fjswlrPTMHwsi_-x5C5NgSMLlLMsjohHIbEldog9urly5DTBA,,4763,1.61E+12,56,28,60,154,JUNGLE,man,ºñ°ø°³,2019,INTP
1Ha2kX1kLhvyUegtJVDm2d5h1npbY2AEs7c2QWqVXPDUajo,lN2iQSSml8LoaqB2dblU9hHqoP7dPncedxbAX4Xe2Rvrl-S-HWNVy_N4,DNtyBf_TcJRo7PIRR8i_6VENOpreGATgTRZroj4ZIvjSIqYQWJ4AYt6hrwh24kJqWZk0FFieOV7cHg,,4655,1.61E+12,52,54,99,164,TOP,man,1994,2013,INTP
q2KLIJdBGXzCjoRRofwJtSScLQX41b8B2EIXm5ZDphj9Ras,scfFRFth51oEs73e3HZlNCIGqTQP0PZD8sQx2h4jFYHPxpC3odPhMF5j,thqO2QUTUJEl3NoFA1TTS2ffZoeMFLJgiJsmwDEhMGMkwLUrInmYKKpbmR5RRlPsowRk6eY3vn9Edw,,4752,1.61E+12,181,555,16,57,SUPPORT,man,2000,2013,INFP
1KDsFi5gzuBGvXUKcvgC7BQWxGCTWThgPgjk0O745bkoSl4,bZaNuHRXMoP8QmQRurklU67wFln8FBg3FtviSY9loH3spjI,Q8KLqdLd5y12iQW_nyDxgQW8DXRDka9RAfsOt45kQZZ0osV9gkyhgjvx7kHRpDryQ_0qYZYMavTr3g,,4657,1.61E+12,146,142,235,51,MID,man,2000,2012,ENFP
pXaU1kcFB3OX8JnZ3b0jj_Ps8Z4lz0BVbMLc0z0D9C_GkQ,CQrPA-PZfLDtqktKgCE4lwYOVoBx2JbfhNIfav9qpJNf,r52ZnyzuEGemgGSNpUYSOgU-cR0MGvgu8KR9jPNc1iaDVe96TAFBz82UsubQeBcbh0eFpuj_d47FAA,,4763,1.61E+12,341,86,59,80,JUNGLE,man,1996,2012,INTP
HgJbwWca3bXCfnYeszPtMlp4tv4IcXfDrSRCSLRxvOU_ATs,Sw1FabRkW3Q88ocK-PnpAIxpR1uOdGv304XCgMfLCfb-,O3_EMF9mKLi66j1fnFbv9KJWKOa5bitSLXhBmT3z1fi6eDLI4NDsflcgGdI1MQix7YyeRS7zT1bOxw,,4803,1.61E+12,293,21,202,266,ADC,man,2000,2013,INTP
9m83P19NUVAep7dx27DKY0vPdqevmJTP5XE8dOzzH8Rpjw,0p-l1HcACp4RrQq3nO9aZVy7J-YEAtp9NpqFXytXr9Ui,NmK4UNUCLLcHdADyjXsRIhVmqfV5bOLwA646VKDQkCNT0zEfruhmWoq66H5bPvhY-WLuRG65Gks7Rw,,4561,1.60E+12,344,26,89,111,SUPPORT,man,1994,2012,ISFJ
ukYJn0BLDoQ8rteYLfIoSzEGBXAPopl3TVYgvsz5Eyeau68,PmRyHRR1cZrtS73xaOZ2J9YIct4XLqw-Jygpts1xNhla7L8,qPPzRM2xYGD_CZqOcvGviFj02JBSJfhGHbVw6sYyeQpaWZF22Z0_teXEEaTWZ9jY8XUuw7EtgSdfZg,,3870,1.61E+12,307,11,106,117,JUNGLE,man,2002,,ENTP
Di-QgM5zQMKJW_v5ufFEtWbogfAa9lsff1_kBHNBJBtBjks,blPFLxBKR29HHjYOX0Yd30ZpiXnOiEBslQDQksHhkoPi,jHBvH_e5RZQLrynRdHfapmzlQFbkSbKuK_YmGa8reoxvyG37qtdcLphYtwdv8a3Xs7e-yYlv5_3SjA,,984,1.61E+12,263,875,235,412,SUPPORT,man,1998,2013,INFP
XQftCzAHb7TPrj1duDSR0MSOwcKCB3Kxm7pI3PTEEjhOrQ,qOo6mdG3ZYNi4_34GEKLnSeO_S_WiFUZjZCnAotCDmlX,N0BtkxTff4aAU41ZqTC5J6yisMAy84B3P9ISdclYWAdFQ9g5DAMlu5Sb757iWa8h1vSA7qdiN0zkCg,,27,1.61E+12,231,57,54,27,TOP,man,1993,2013,INFP
WNgXh7-i6FggRoXXmF_52Sr8X4f1cjzXMf3HAlaPL15s2nw,87_2ZyNp00GYnw3eFKYTTFQhBxX60VLr9D4UdVyUuK3CXiSFVCdOrIz0,lD89X1TMudGJpnWVHVf8gKcvd1Zct7AWE-NZlUSu67nOjdHGQnwk6PnSf1bFVLFt1h2iuPwM4GXGeA,,4795,1.61E+12,214,24,238,8,TOP,man,1997,2012,INTP
zuM9o3DnNMk_nKFaseC5BJH8aYj-ywzBex5a_PJV2j2Vug,r9bUMqZCvv_X8bUHgh5To9vGue4Ceifs05GtwPpWQAo0,1je4LuUo17_JHkPr5bgwf8wR1LFZ-XCLq1V5BBqCHh0Mldo-jFdl32T-updU-3NotrZv_x2-dD1XNg,,4353,1.60E+12,70,112,13,134,MID,man,1997,2014,INFP
rFIpdmLIROF_bJiyL_lydtZNuqgXKx21LVNY2Do-L0OQqOs,h2LxdjjHksiz_3FVgqzNKV2c6fiAq20Q2eG_r-nzwk1_AQY,tu8toQ4vecfSch5Uanaq_SUkpv5a0fq03uMU7HXwfTjuFljB-obY9B8pLS-lYLDCb3yEgOe8cw7Ezw,,4248,1.60E+12,153,555,117,236,SUPPORT,man,1998,2012,INFP
DowNF1BRs_ASGBO82S5FjpxTSJjJqZw7tkjj60_X5oCmM4M,-r5ZrJdh8arqrccxSdEzbJbi-OrgY3-0-6zR5gmQ3Xiz57yPsUSEmTwc,gW6rNvRZOmn2PiM4KNYj5klIDRv3oo8S8PY-rPEWcgysNMys1Km27KrGdk0dbpVREEJbYnV4K1RdJQ,,4690,1.61E+12,36,104,245,203,JUNGLE,man,1999,2013,INTP
feKfx-pKs8VxT8dAT7eAMQ_xu4-OLCOvFxW-JmUtFExTImw,kx1vZxokM5kf_jADFedWuZLUDmr1MhSsT9gjrjXyICEO4xjI6CKHsvtS,opGOjTq-_UkLBZpsi4p2NnmearJi5wB-L4wHiSh0fSLuFpR7zHBCfkx5mjbKo0z4fIR9vBe29qD46w,,23,1.61E+12,83,21,22,145,ADC,man,1993,2012,ESTP
iIsoaaBEuTK-BoMlEXMSu2OV4LQqC-sYX2wPEAZehHANA-c,bSkp5EEu97UTHKBcR_EGa_VBhp66jS8Zl7iz46_vYXOJOLM,lCV_iiV8tkhcJakoEssL8MKirZOwdyv6lkVjKfDHFNJl4TLRoS-hZM24nEH-BYJyOKOOxFelISoZ6Q,,4661,1.60E+12,246,412,78,81,SUPPORT,man,2003,2015,ENTP
BlGZaTjxGLCKYCU73t5i00dHZX-wCUP9ZnVd40a_GFmtCNE,5pEzLxkt3Hb1V0-bHDPhiw2aLWOZPDCQ1In2TflG_dYftGU,VDhExHAO2qUn2isrp7dpqw2tKq873sgKmRXmhE6NyeyyzGq9Qb-brTM7AfTRmDmkuCDQogfj_Xx4wA,,4690,1.61E+12,177,91,136,517,MID,man,1997,2012,ENTP
x5_tIeSK1rMCxrQcnQFlQw-9DsZ37K4Ce4N8MU9l8bTMXlg,Jg_N6RDOWKCtyqrBJFu1FMA2bCiLc7lxGYWV7PPbsbZAn6-mma82k7a_,Auz9H4oe6U0FX3u9yQ9-CuwxO7tKVvSW2jIbfmKLZORgZNz8uQGH-VAMuiW2PwLRHT3ZAOPLbLypyg,,7,1.61E+12,52,22,21,67,ADC,man,2001,2013,ENTP
fVyF9UdSeHEJpZVHDWMpnYxnmu8vW2tEG4qXuV8tdJd5BtI,a1fuMQ-YeFDu7KhJa-JHqCgotJTpfZCbrtkMrNKFBDlRDkE,2nsORfIfG2SjLGSyLG493JSIyTTDauSMrv5B4flpWiOl8Yt_xuT8bsB7OeXmUm_V-8HKYpXljCx1Iw,,690,1.60E+12,125,1,102,38,MID,man,1992,2012,ISFJ
MRQAb0AGhgWp0NmN6vjQz-x34f9R-T_qVDznWXBCXPA3FyA,sPII9zwmeE41khQsvmpij6jAbSd0O3ndZDwKzTbeRZubk4wW64elwp-N,dOVGoztdaUDO5qLbdxmQaN29-bYg6t71dEjaOL3LMR5-ILa3b9VC3FjHNbnumMRDboR-qm4mxKBvJg,,4763,1.61E+12,75,48,None,None,SUPPORT,man,2002,2020,INFP
3wngp7tZfxh5x5LHiXZEBjIfmhcalrMeiEPWktyn28_qrw,ZkkNK5nndM0_21I3XqqMDWM-HlPgq_NRTRTV1jlqd71B,gJQPQeKf8H9kiqkcsnd50xmjEx6Um2qKd4PPSZVeLu_yO9BZmbJuRR_vj5-mp-sSIaQRm-75q2OtTw,,4707,1.61E+12,347,266,82,245,TOP,man,1998,2013,INFP
nmhzeJKdIDkdSdodLC8adOEaapL-xjb1vlo7f3hGI7ghx88,vmnalOaX4m9FH3jiJSOsYiZnaf1EYc-ABoi48jEIaOhO804,lwptaPMyj43rTo8G65dDsOkLwyFqBflKPG__4BdUKwnkJuKjWTnbZQfqO3QKSUIcifgbL352QLaEhQ,,4780,1.60E+12,134,104,76,64,JUNGLE,man,2002,2016,ISFP
IPpaLdOqBI9TadC-T_8P0wcLhxzLfgPFSm0KFwgtMtkd0Q,GcxjnEvL4GnuwsKZJp9v_mxxScLVTfCN3axHZ_DJFuM,2uEXOGQLs8Vy0rzqqCK4HHyqNFq9Se1AAH-5LjSAhLDGu531en6RmtL7LRz_46_fF-VROOnfdJqdLw,,3795,1.61E+12,292,117,57,37,SUPPORT,man,1993,2013,INFP
YRsWBoJK7p5YIQMLYCtAQ3hYALmyUrziRcGyQ8IzPAfEy4g,ZNUC1GjtiKbgT_cTr95zsBydk3dAsIci1zmYkBPayypozgC34pPnlDHY,GhQ3LcNzI7lGq1ZTe6vLsCr-qG0sbKa2RFXIVyy9lsjkWJd0QhHPWq1YFAEkOBlrWadNzyOlm_aFyQ,,4763,1.61E+12,86,111,235,412,SUPPORT,man,2006,2020,ENTJ
2jg93QgpLW6PZQIsjKCXRVAqmgVtE6ZmInLYmpIDmBNCMSk,jp035_ITAa6SbHYx8VhwPdO0fGPgu3YYjQNRbgeaB8PJvBi-tNo5rBe4,KdCNuzzU2svB9h3KERWEC2z1cXG7mYD78PuwCCeagpDzNBIQvUT9hSYRKNAp7rSJXtGv_jsARhcR5g,,4357,1.61E+12,130,84,106,82,TOP,man,2001,2013,INFP
8GkdrSZwgOSXX9DX1IIYy-5Zh-Jdsw0tak4aoSznV86XHQ,vT-LPH00UCOO24ojCnGVhZUEjZqJS19NWP0Bl-gdUI5j,VwFcSVcsskAeaHipEpLcEod8OqyRcYdsl2ZqPhI1joF-I7Tbv7IMJKyTs_dwUNQgKXtLgYHX0IZUmQ,,4353,1.61E+12,247,517,4,57,MID,man,1997,2012,ENTP
JAR4EhewrjszxQIwQ-WHpu2Hu3qJelembQdSMnF4oOLvge8,C8s_LgSjR4KSldv2V0yytu_xtqim6QQS-cXLJ_nyhU49JWfq9WFI4thm,#NAME?,,4763,1.61E+12,97,80,142,61,MID,man,2000,2013,ENFP
WRpWkJ6Ux1y_W9vRIdwa1exdrgTR4bpRkdoA7xahPux7Rq0,b4QfmMx5o0A7dDKGAdCgUR0KNQsvJHehoezCintTBGHK17k,ZlPuAkXkaFtch00eobIgXagWZPVRxUyRKQ8gheNbvlo7TrjUjR_s2YzdslvB3u80M-iHVkeCNhbw7A,,4796,1.61E+12,215,103,22,360,ADC,man,2003,2015,INFP
RplrQ9eRKMKS2fZCXfsF2AcNK-zc9JIjO9fM3Bou76xMKMA,gDLBsCooLPi5LEc9SB5pL_vq4rF-oEWoas_cmYYhyY_ZtGc,37unqDVgfxfGfr5BTg5sFeo-ZtuOVC2DtjwIXWK4hySy6otC2RlFVgTmAxADBXNQEQArng4RKmXSfw,,597,1.61E+12,211,21,81,236,ADC,man,2001,2013,ISFP
1FpdH0ZkNm6p62KBsB5_Rw18iOx_BA0oVqD-o2Jp3TyYsmg,wQEIKNuj5wMw5_HF9kMgCqAJRrN2VwW3FTPi--QXp-nSjHeooVO7R1kp,tB8R9pm2uG3sNKx9854YRwBAVhBiPRbcvie2j5-Zp8DPg4ekH7c137lDZQ2ZL-4O6i811lC0UAkkhA,,4763,1.61E+12,136,64,517,104,JUNGLE,man,19970716,2012,ESFP
